Rank,Symbol,Name,Average Price,Current Price,Max Daily Fluctuation %,Min Daily Fluctuation %,Avg Daily Fluctuation %,Year High,Year Low,Yearly Range %,Total Days,Token
219,UNIVASTU,"UNIVASTU INDIA",251.15,259.00,20.30,1.74,5.59,345.35,205.10,55.84,250,4858113
220,VERTOZ,"VERTOZ",81.85,71.99,20.77,1.64,5.59,111.33,68.45,52.39,63,4828929
221,CLEDUCATE-BE,"CL EDUCATE",99.39,91.00,20.25,1.58,5.59,136.98,67.50,69.91,250,5179649
222,MINDTECK,"MINDTECK (INDIA)",233.03,275.68,16.70,0.00,5.59,330.10,145.00,79.43,250,4620545
223,AIROLAM,"AIRO LAM",111.06,108.00,19.98,1.53,5.58,150.00,83.50,59.88,250,1553409
224,DANGEE,"DANGEE DUMS",5.53,4.62,21.81,0.00,5.58,9.55,4.01,100.11,250,284161
225,LEXUS,"LEXUS GRANITO (INDIA)",36.51,27.32,18.68,0.00,5.58,53.54,25.80,75.98,244,3701505
226,SHAHALLOYS,"SHAH ALLOYS",62.85,67.25,22.54,0.00,5.57,87.00,43.30,69.54,250,3035137
227,MARALOVER,"MARAL OVERSEAS",70.31,46.25,18.00,1.42,5.57,97.17,44.80,74.48,250,540673
228,SUVEN,"SUVEN LIFE SCIENCES",173.63,209.00,15.90,1.31,5.57,299.99,102.50,113.74,250,2875649
229,SIGNPOST,"SIGNPOST INDIA",263.55,253.55,17.09,1.18,5.57,403.30,180.37,84.59,250,5799937
230,RKDL,"RAVI KUMAR DIST.",27.64,26.40,19.26,0.00,5.57,34.58,21.28,48.12,250,5363201
231,ORTEL-BZ,"ORTEL COMMUNICATIONS",1.80,1.69,11.11,0.00,5.56,2.45,1.36,60.70,135,3410177
232,GANGESSECU,"GANGES SECURITIES",167.48,150.00,16.97,1.48,5.56,230.08,125.00,62.74,250,5478145
233,MITCON,"MITCON CON & ENG SER",88.33,66.76,19.29,1.42,5.56,147.00,60.41,98.03,250,2168065
234,SIGIND,"SIGNET INDUSTRIES",59.96,54.00,16.19,1.76,5.56,81.00,39.99,68.39,250,1157633
235,PRECOT-BE,"PRECOT",507.01,385.70,21.30,0.58,5.56,690.50,331.10,70.89,250,1506305
236,SPMLINFRA,"SPML INFRA",222.78,240.57,13.69,0.00,5.56,323.40,136.30,83.98,250,850177
237,AMDIND,"AMD INDUSTRIES",53.93,60.15,19.98,0.99,5.56,73.00,39.85,61.46,250,3685889
238,GOLDIAM,"GOLDIAM INTERNATIONAL",382.42,373.60,23.40,1.00,5.56,569.00,251.35,83.06,250,3064577
239,SOMICONVEY,"SOMI CONVEYOR BELT.",167.10,146.92,21.78,0.00,5.55,227.90,125.15,61.49,250,4555265
240,NDRAUTO,"NDR AUTO COMPONENTS",849.32,998.90,15.54,1.67,5.55,1220.00,551.00,78.77,250,5697281
241,RELTD,"RAVINDRA ENERGY",132.11,153.97,14.84,0.00,5.55,191.77,93.41,74.45,250,6296577
242,ARCHIES,"ARCHIES",21.43,20.60,19.98,1.56,5.54,30.29,14.72,72.64,250,1456129
243,ARENTERP,"RAJDARSHAN INDUSTRIES",48.16,46.23,16.54,0.00,5.54,88.34,37.17,106.25,248,46337
244,LOTUSEYE-BE,"LOTUS EYE HOSP & INST L",76.53,120.99,16.96,1.26,5.54,139.20,54.99,110.04,250,4303617
245,GUJAPOLLO-BE,"GUJ. APOLLO IND.",370.54,459.00,17.79,1.45,5.54,556.00,246.55,83.51,250,3758337
246,ORIENTCER,"ORIENT CERATECH",40.43,36.71,17.58,1.70,5.54,57.50,28.67,71.31,250,3356417
247,NRL,"NUPUR RECYCLERS",83.65,70.90,27.56,1.57,5.53,143.40,52.70,108.43,250,3500801
248,JISLDVREQS,"JAIN DVR EQUITY SHARES",32.14,33.00,18.60,1.52,5.53,41.00,25.71,47.57,250,6575105
249,MOTOGENFIN,"MOTOR & GENERAL FINANCE L",28.57,26.59,19.72,1.18,5.53,39.98,23.55,57.51,250,580609
250,PRECAM,"PRECISION CAMSHAFTS",233.30,193.50,18.72,1.85,5.53,382.80,145.00,101.93,250,3226369
251,MUKTAARTS,"MUKTA ARTS",78.85,68.16,19.16,1.39,5.53,102.00,59.26,54.20,250,2223873
252,GANESHCP,"GANESH CONSUMER PRODUCT L",293.61,304.00,7.69,3.44,5.53,309.95,280.10,10.17,9,194307073
253,WELINV-BE,"WELSPUN INV & COMM",923.81,1087.60,23.70,0.00,5.53,1325.90,597.55,78.84,248,5069825
254,SPECTRUM,"SPECTRUM ELECTRIC IND",1733.57,1340.00,18.44,0.80,5.53,2400.00,1256.20,65.98,250,7796481
255,GTECJAINX,"G-TEC JAINX EDUCATION",30.83,24.10,20.83,0.00,5.52,59.06,19.71,127.62,245,289025
256,KEYFINSERV,"KEYNOTE FIN SERV",271.52,324.93,22.87,0.00,5.52,479.00,170.10,113.77,250,1064193
257,AROGRANITE,"ARO GRANITE IND.",41.45,36.98,16.89,1.43,5.52,58.90,31.08,67.12,250,3726593
258,ASMS-BE,"BARTRONICS INDIA",16.54,13.35,18.35,0.00,5.51,25.80,11.78,84.75,250,3601665
259,TTL,"T T",13.29,10.28,19.04,1.72,5.51,18.02,9.73,62.39,250,3664385
260,DIGIDRIVE,"DIGIDRIVE DISTRIBUTORS L",35.16,29.89,13.44,1.48,5.51,52.10,25.25,76.36,250,5439233
261,JAYBEE-SM,"JAY BEE LAMINATIONS",266.32,200.00,20.76,0.00,5.51,456.00,178.05,104.37,250,6409473
262,GSS,"GSS INFOTECH",44.38,25.99,24.72,0.86,5.51,82.70,24.15,131.92,250,3928833
263,GUJTHEM,"GUJARAT THEMIS BIOSYN",332.63,420.05,15.51,0.77,5.51,434.25,208.00,68.02,154,7611137
264,MOHITIND-BE,"MOHIT INDUSTRIES",31.69,33.00,18.62,0.00,5.51,52.05,23.90,88.83,250,7533313
265,ABINFRA,"A B INFRABUILD",121.59,198.00,20.24,0.00,5.50,224.98,61.73,134.27,248,6917121
266,ORIENTLTD,"ORIENT PRESS",94.91,84.85,17.74,0.98,5.50,163.40,75.01,93.13,250,4661249
267,POCL,"PONDY OXIDES & CHEM",877.21,1312.00,14.25,1.00,5.50,1360.00,490.00,99.18,250,3682561
268,SEYAIND-BE,"SEYA INDUSTRIES",19.83,18.00,10.53,0.00,5.49,32.65,12.63,100.96,144,2774017
269,OCCLLTD,"OCCL",104.07,127.54,22.29,0.00,5.49,159.42,63.63,92.04,237,6635009
270,LGHL,"LAXMI GOLDORNA HOUSE",245.86,369.00,19.82,0.00,5.48,399.60,114.15,116.10,250,5088257
271,ASIANENE,"ASIAN ENERGY SERVICES",321.60,341.75,19.99,0.94,5.47,418.00,215.00,63.12,250,1799681
272,JETFREIGHT,"JET FREIGHT LOGISTICS",14.29,12.94,14.01,0.38,5.47,20.19,10.44,68.25,250,1846017
273,TAINWALCHM,"TAINWALA CHEMICAL AND PLA",239.14,209.00,20.74,1.36,5.47,335.00,186.00,62.31,250,869377
274,DAMODARIND,"DAMODAR INDUSTRIES",37.30,33.90,16.50,1.08,5.47,47.90,28.00,53.36,250,4490497
275,PALASHSECU,"PALASH SECURITIES",135.26,118.00,18.77,1.52,5.46,198.70,107.21,67.64,250,5474049
276,CALSOFT,"CALIFORNIA SOFTWARE CO LT",12.87,18.20,16.13,0.00,5.46,21.42,9.38,93.57,250,2135297
277,VIESL-SM,"VISION INFRA EQUIP SOL L",168.82,213.00,30.53,1.12,5.46,249.90,111.95,81.71,250,6459137
278,A2ZINFRA-BE,"A2Z INFRA ENGINEERING",18.51,18.45,12.14,0.00,5.46,26.80,12.35,78.07,250,5352961
279,HGM-BE,"HANDSON GBL MNGMNT",63.28,73.98,17.64,0.00,5.46,87.40,41.50,72.54,250,3480321
280,TFL,"TRANSWARRANTY FIN.",18.71,13.85,17.25,0.00,5.46,36.00,11.75,129.61,250,3665665
281,JHS,"JHS SVEND. LAB.",16.19,11.24,20.63,0.00,5.46,29.90,10.02,122.81,250,3512321
282,SOFTTECH,"SOFTTECH ENGINEERS",385.82,380.00,18.07,0.00,5.45,612.05,296.00,81.92,250,2116097
283,LORDSCHLO-BE,"LORDS CHLORO ALKALI",162.42,202.00,18.66,0.00,5.45,241.99,121.10,74.43,250,4668161
284,WALCHANNAG,"WALCHANDNAGAR INDUSTRIES",221.12,194.96,13.13,2.04,5.44,339.15,142.79,88.80,250,956417
285,ARTNIRMAN,"ART NIRMAN",52.77,50.80,29.40,0.00,5.44,89.80,39.68,94.99,250,1575937
286,ORTINGLOBE-BE,"ORTIN GLOBAL",14.24,11.95,22.16,0.00,5.44,22.98,9.64,93.70,250,762881
287,BRNL,"BHARAT ROAD NETWORK",32.00,23.70,18.58,1.35,5.44,53.43,17.40,112.60,250,5550849
288,RUSHIL,"RUSHIL DECOR",28.36,28.67,18.44,1.42,5.43,39.00,19.57,68.51,250,6296321
289,INFLUX-ST,"INFLUX HEALTHTECH",164.28,169.00,14.04,0.00,5.43,208.00,120.00,53.57,75,193946881
290,EIMCOELECO,"EIMCO ELECON (INDIA)",2117.17,1952.10,19.20,1.70,5.43,3395.05,1301.00,98.91,250,1034241
291,CAMLINFINE,"CAMLIN FINE SCIENCES",182.54,202.00,16.79,0.00,5.43,333.30,93.40,131.42,250,1591297
292,CALSOFTPP-E1,"CALSOFT RS.2.50 PPD UP",4.16,5.37,14.71,0.00,5.43,7.58,2.28,127.52,141,7668993
293,GANESHIN-SM,"GANESH INFRAWORLD",178.63,226.40,19.18,0.00,5.43,279.80,106.25,97.15,211,6998785
294,SPUNWEB-SM,"SPUNWEB NONWOVEN",150.52,152.45,12.30,1.32,5.42,173.55,130.50,28.60,57,194013441
295,NECCLTD,"NORTH EAST CARRY CORP",26.15,20.30,15.61,1.68,5.42,39.50,18.31,81.04,250,3461633
296,AMJLAND,"AMJ LAND HOLDINGS",56.16,54.00,17.97,1.52,5.41,76.49,41.87,61.65,250,665089
297,SONAMLTD,"SONAM",55.16,41.80,38.08,0.00,5.41,96.70,37.00,108.23,250,2254337
298,KSHITIJPOL,"KSHITIJ POLYLINE",3.86,2.95,27.94,0.00,5.41,7.60,2.55,130.98,250,2664193
299,JUBLCPL-BE,"JUBILANT AGRI N CON PRO L",1826.83,2300.00,16.49,0.00,5.41,3013.40,1020.00,109.12,161,7575553
300,CUDML-SM,"CASH UR DRIVE MARKETING L",148.15,141.70,11.52,1.32,5.41,165.00,130.00,23.62,44,194081025
301,DEVX,"DEV ACCELERATOR",54.38,50.48,9.25,1.98,5.41,64.05,49.41,26.92,17,194324225
302,NACLIND-BE,"NACL INDUSTRIES",147.76,215.90,20.47,0.00,5.40,339.45,49.00,196.57,250,5229825
303,SAHANA-SM,"SAHANA SYSTEM",1425.46,1069.00,16.69,0.06,5.40,2135.00,956.75,82.66,250,4278017
304,ADVANCE-BE,"ADVANCE AGROLIFE",107.86,110.27,7.50,2.97,5.40,114.50,102.00,11.59,3,194407169
305,HIRECT,"HIND RECTIFIER",1271.16,1617.10,16.90,1.69,5.40,2108.50,799.00,103.02,250,3555841
306,GATECHDVR-BE,"GACM TECHNOLOGIES",0.81,0.55,22.22,0.00,5.40,1.16,0.42,91.29,250,6913
307,KIOCL,"KIOCL",333.79,505.40,20.83,1.20,5.40,634.55,209.84,127.24,250,4896257
308,URBANCO,"URBAN COMPANY",170.83,156.61,10.79,2.70,5.39,201.18,156.25,26.30,17,194325505
309,KREBSBIO,"KREBS BIOCHEMICALS & IND",84.07,72.00,17.07,0.00,5.39,129.07,66.12,74.88,250,495873
310,NILAINFRA,"NILA INFRASTRUCTURES",11.36,10.63,17.50,1.42,5.38,15.49,8.12,64.90,250,2368769
311,URAVIDEF,"URAVI DEFENCE &TECH",434.75,247.00,31.81,0.00,5.38,584.00,212.65,85.42,247,4370177
312,UMIYA-MRO,"UMIYA BUILDCON",78.52,87.20,18.13,1.57,5.38,107.11,56.81,64.06,250,2303489
313,POKARNA,"POKARNA",1047.59,737.00,21.52,0.00,5.38,1451.65,722.70,69.58,250,4518657
314,SILGO-BE,"SILGO RETAIL",48.80,69.33,17.52,0.00,5.38,79.00,26.21,108.18,250,638721
315,DENTA,"DENTA WATER N INFRA SOL L",331.69,449.80,17.84,0.87,5.37,479.60,251.25,68.84,174,7489537
316,CONNPLEX-SM,"CONNPLEX CINEMAS",198.31,200.95,11.64,2.37,5.37,229.00,177.00,26.22,39,194163969
317,PIONEEREMB,"PIONEER EMBROIDERIES",44.76,36.00,17.09,0.28,5.37,70.90,33.40,83.79,250,3446529
318,FIBERWEB,"FIBERWEB INDIA",47.38,43.70,20.76,1.48,5.37,65.99,34.80,65.83,250,2088705
319,AKSHOPTFBR,"AKSH OPTIFIBRE",9.42,7.85,20.44,0.00,5.37,15.00,6.95,85.42,250,2199297
320,HERCULES,"HERCULES HOI.",188.64,204.50,18.02,0.00,5.37,510.85,125.51,204.27,250,3913729
321,AAKAAR-SM,"AAKAAR MEDICAL TECHNO",85.63,86.55,18.27,0.00,5.37,105.00,62.00,50.21,73,193940225
322,GALAPREC,"GALA PRECISION ENG",934.48,780.00,18.37,1.46,5.36,1480.00,712.40,82.14,250,6434305
323,SIMBHALS-BE,"SIMBHAOLI SUGARS",17.06,13.54,10.31,0.00,5.36,25.49,12.12,78.39,250,3741697
324,NIKITA-SM,"NIKITA PAPERS",105.40,144.15,19.42,0.00,5.36,155.00,77.15,73.86,91,194093569
325,BANG,"BANG OVERSEAS",56.50,58.61,15.22,0.00,5.36,96.43,42.77,94.98,250,3917569
326,AGROPHOS-BE,"AGRO PHOS INDIA",37.11,41.90,22.54,0.00,5.35,50.29,26.58,63.90,250,2330881
327,GEMAROMA,"GEM AROMATICS",269.56,251.47,13.11,1.99,5.35,349.60,230.10,44.33,32,194422017
328,APOLLO,"APOLLO MICRO SYSTEMS",159.23,317.50,18.03,0.96,5.35,354.70,87.99,167.50,250,290305
329,CELLECOR-SM,"CELLECOR GADGETS",48.72,33.50,26.58,0.00,5.35,81.50,28.65,108.48,250,4814337
330,LLOYDSENT,"LLOYDS ENTERPRISES",55.22,70.30,14.17,1.40,5.35,88.16,34.09,97.91,245,6606593
331,IVP,"IVP",186.22,163.14,18.77,1.70,5.35,266.60,140.91,67.50,250,430337
332,SMLT,"SARTHAK METALS",135.50,103.50,17.71,1.29,5.35,210.50,97.50,83.39,250,1751809
333,DYNPRO,"DYNEMIC PRODUCTS",344.14,322.00,14.29,0.71,5.34,485.00,252.35,67.60,250,5456385
334,SRM,"SRM CONTRACTORS",391.21,557.00,21.89,1.70,5.34,584.90,251.50,85.22,250,5990913
335,VIKRAN,"VIKRAN ENGINEERING",102.23,103.80,8.89,2.52,5.34,116.64,91.70,24.40,27,194297089
336,SAHASRA-SM,"SAHASRA ELECTRONIC SOLU L",424.82,265.00,19.35,0.00,5.34,1013.00,227.50,184.90,250,6571009
337,IL&FSENGG-BZ,"IL&FS ENG AND CONS CO",37.88,28.50,10.46,0.00,5.34,48.95,26.35,59.66,250,2401281
338,ASHAPURMIN,"ASHAPURA MINECHEM",428.09,693.40,20.08,0.00,5.34,711.80,200.45,119.45,250,51969
339,INDOWIND,"INDOWIND ENERGY",19.93,16.07,16.91,1.44,5.33,28.07,14.16,69.80,250,3827713
340,EQUIPPP-BE,"EQUIPPP SOC IMP TECH",21.60,19.00,9.82,0.84,5.33,30.10,16.26,64.09,250,909569
341,CIFL,"CAPITAL INDIA FINANCE",36.81,35.04,19.24,1.43,5.33,44.50,31.55,35.18,122,193539841
342,SARTELE-SM,"SAR TELEVENTURE",251.06,198.00,18.85,1.43,5.33,375.00,163.10,84.40,250,5084929
343,TIPSFILMS,"TIPS FILMS",530.74,423.80,23.87,0.75,5.33,718.00,417.10,56.69,250,2911745
344,CAPTRUST,"CAPITAL TRUST",55.56,30.91,19.07,0.00,5.33,89.18,23.66,117.93,250,4978433
345,ROML,"RAJ OIL MILLS",50.35,53.97,25.62,1.16,5.33,73.80,41.01,65.12,250,91905
346,TARMAT,"TARMAT",61.73,54.56,20.00,1.21,5.32,92.59,45.10,76.93,250,3781377
347,ZEELEARN,"ZEE LEARN",8.39,8.95,25.00,0.00,5.32,11.48,4.57,82.39,250,5338113
348,ECOSMOBLTY,"ECOS (INDIA) MOB & HOSP L",277.95,228.10,18.02,1.27,5.32,493.50,165.00,118.19,250,6415361
349,EXXARO,"EXXARO TILES",8.33,8.26,15.92,2.11,5.32,11.60,5.45,73.87,250,1370113
350,SMSLIFE,"SMS LIFESCIENCES (I)",1221.87,1110.00,17.35,0.00,5.31,1690.00,959.80,59.76,250,5517057
351,KRN,"KRN HEAT EXCHANGE N REF L",791.16,845.95,16.26,1.37,5.31,1012.00,416.07,75.32,250,6564609
352,SHANTI,"SHANTI OVERSEAS INDIA",14.51,11.01,21.27,0.00,5.31,23.87,8.36,106.87,250,1446401
353,BLACKBUCK,"BLACKBUCK",460.22,684.90,19.18,0.00,5.31,694.40,248.35,96.92,221,6948865
354,USK,"UDAYSHIVAKUMAR INFRA",42.14,28.16,20.06,0.00,5.31,63.00,27.90,83.29,250,3806977
355,PKTEA-BE,"THE P K TEA PROD CO",699.03,780.00,20.38,0.00,5.31,1013.90,395.05,88.53,250,2641409
356,MOSCHIP,"MOSCHIP TECHNOLOGIES",182.97,269.20,22.11,1.55,5.31,288.45,129.98,86.61,168,7541505
357,BAIDFIN,"BAID FINSERV",12.34,10.59,18.22,1.52,5.31,17.90,9.10,71.30,250,3531265
358,BALKRISHNA,"BALKRISHNA PAPER MILLS L",21.64,23.75,18.83,1.47,5.31,27.69,16.20,53.10,250,2606337
359,PGIL,"PEARL GLOBAL IND",1298.20,1297.00,24.42,0.00,5.31,1717.00,872.00,65.09,250,3650561
360,REGENCERAM,"REGENCY CERAMICS",51.37,41.55,19.91,0.00,5.30,106.90,35.31,139.35,250,1057281
361,KODYTECH-SM,"KODY TECHNOLAB",1082.19,683.80,27.40,0.00,5.30,2070.00,609.90,134.92,250,4800257
362,MITTAL,"MITTAL LIFE STYLE",1.86,1.53,19.20,1.17,5.30,2.65,1.42,66.03,250,4751873
363,DIGITIDE,"DIGITIDE SOLUTIONS",209.25,169.73,16.50,1.52,5.29,279.69,156.43,58.91,85,193923841
364,INDTERRAIN,"IND TERRAIN FASHIONS",40.62,35.34,21.62,1.82,5.29,57.19,29.65,67.80,250,5620993
365,OMINFRAL,"OM INFRA",132.21,128.00,15.38,1.45,5.29,186.00,100.30,64.82,250,6203137
366,BAGFILMS,"B.A.G FILMS AND MEDIA",7.86,7.09,19.13,0.00,5.29,12.95,5.31,97.14,250,2873857
367,MCL-BE,"MADHAV COPPER",50.36,51.30,19.58,0.00,5.28,84.00,35.00,97.31,250,5724673
368,NIRAJ,"NIRAJ CEMENT STRUC",55.83,34.92,22.83,0.00,5.28,72.37,34.70,67.48,250,65281
369,KERNEX,"KERNEX MICROSYS(I)",1036.16,1136.50,10.43,0.00,5.28,1580.00,621.55,92.50,250,3358977
370,RAMCOSYS,"RAMCO SYSTEMS",402.89,565.00,15.88,1.38,5.28,605.55,270.00,83.29,250,2009857
371,WEL,"WONDER ELECTRICALS",161.46,130.40,21.95,1.27,5.27,200.00,120.95,48.96,250,2005761
372,EIEL,"ENVIRO INFRA ENGINEERS L",246.18,248.60,15.72,1.35,5.27,391.60,182.00,85.14,216,6966529
373,VERANDA,"VERANDA LEARNING SOL",230.46,224.40,16.28,1.45,5.27,292.60,185.30,46.56,250,2275841
374,LAMBODHARA,"LAMBODHARA TEXTILES",143.64,131.60,18.31,1.62,5.26,248.00,99.65,103.28,250,1640193
375,COMPUSOFT,"COMPUCOM SOFTWARE",22.82,19.29,17.50,0.55,5.26,32.98,15.94,74.66,250,7971329
376,LAGNAM,"LAGNAM SPINTEX",106.36,83.25,21.36,1.37,5.26,148.87,81.00,63.81,250,1501441
377,AXISCADES-BE,"AXISCADES TECH",959.76,1666.00,12.55,0.00,5.26,1779.20,420.90,141.53,250,2416641
378,INSPIRISYS,"INSPIRISYS SOLUTIONS",99.29,94.39,15.28,0.00,5.26,130.00,66.55,63.90,250,3514881
379,GLOBAL,"GLOBAL EDUCATION",63.71,61.07,19.23,1.71,5.26,90.00,41.00,76.91,250,362241
380,STARTECK,"STARTECK FINANCE",296.68,306.20,18.58,0.92,5.26,364.50,253.85,37.30,250,2382081
381,IIFLCAPS,"IIFL CAPITAL SERVICES",296.82,302.00,14.98,1.52,5.26,448.95,180.00,90.61,250,3346433
382,AVONMORE,"AVONMORE CAP&MGT SERV",19.15,19.00,18.25,0.00,5.26,29.95,12.20,92.69,250,3470593
383,ENERGYDEV,"ENERGY DEVE. CO.LTD",22.03,19.55,14.06,0.00,5.25,37.90,16.40,97.61,250,3852545
384,VISASTEEL,"VISA STEEL",34.47,57.75,10.38,0.00,5.25,57.75,25.46,93.69,175,3403521
385,CENTRUM,"CENTRUM CAPITAL",32.14,33.60,15.55,1.20,5.25,41.90,22.40,60.68,250,628225
386,COASTCORP,"COASTAL CORPORATION",41.79,38.00,20.23,1.63,5.25,56.59,30.01,63.60,250,1537537
387,GOLDTECH,"AION-TECH SOLUTIONS",68.79,61.50,22.81,0.00,5.25,95.00,46.55,70.43,250,2527745
388,PRABHA,"PRABHA ENERGY",235.51,220.00,14.00,0.00,5.25,315.90,155.04,68.30,140,7714305
389,LLOYDSENPP-E1,"LLOYD RS.0.50 PPD UP",47.43,42.39,13.94,2.00,5.25,60.50,36.15,51.34,82,193895937
390,NARMADA-BE,"NARMADA AGROBASE",18.93,25.00,15.97,1.43,5.24,28.25,14.42,73.06,250,2977537
391,TOTAL,"TOTAL TRANSPORT SYS",75.04,72.55,19.21,1.06,5.24,93.50,61.99,41.99,250,5740289
392,NAVKARURB-BE,"NAVKAR URBANSTRUCTURE",2.74,2.29,10.40,0.00,5.24,4.28,1.47,102.42,182,7462145
393,PGEL,"PG ELECTROPLAST",755.91,585.50,30.43,1.64,5.24,1054.20,465.00,77.95,250,6491649
394,SINTERCOM,"SINTERCOM INDIA",135.94,122.11,24.53,0.86,5.23,186.00,109.99,55.91,250,97537
395,NPST,"NETWORK PEOPLE SRV TECH L",2279.39,1900.00,16.69,0.00,5.23,3459.00,1505.00,85.72,250,193618945
396,CORALFINAC,"CORAL INDIA FIN & HOUS LT",45.60,44.00,22.84,0.00,5.23,65.49,33.70,69.72,250,1025793
397,MODISONLTD,"MODISON",158.02,162.00,14.11,1.56,5.23,211.00,112.00,62.65,250,848897
398,ARCHIDPLY,"ARCHIDPLY IND.",103.07,104.01,18.83,1.06,5.23,141.70,79.50,60.35,250,4299521
399,PCJEWELLER,"PC JEWELLER",14.16,12.92,15.04,0.06,5.22,19.65,10.28,66.17,250,7455745
400,CGRAPHICS-SM,"CREATIVE GRAPHICS S IND L",186.17,224.25,14.53,0.00,5.22,259.00,134.40,66.93,248,6007809
401,MCLEODRUSS,"MCLEOD RUSSEL INDIA",36.68,51.70,10.87,0.00,5.22,56.59,26.28,82.63,250,3057409
402,SURANAT&P,"SURANA TELECOM AND POW LT",20.60,22.09,17.82,1.33,5.22,29.27,16.30,62.97,250,2739201
403,ARSHIYA-BZ,"ARSHIYA",2.97,1.84,10.68,0.00,5.22,4.64,1.60,102.26,199,7427841
404,MANAKSTEEL-BE,"MANAKSIA STEELS",59.89,59.90,17.64,0.00,5.22,77.14,43.05,56.92,250,1915393
405,GRSE,"GARDEN REACH SHIP&ENG",2062.27,2663.00,21.45,1.24,5.22,3538.40,1184.90,114.12,250,1401601
406,PRIMECAB-ST,"PRIME CABLE INDUSTRIES L",79.84,81.50,9.48,1.01,5.21,84.00,70.70,16.66,9,194323201
407,SAGARDEEP,"SAGARDEEP ALLOYS",29.20,28.20,14.86,0.75,5.21,36.21,25.01,38.36,250,2092801
408,SANGHVIMOV,"SANGHVI MOVERS",306.15,386.80,13.84,1.43,5.21,475.95,206.00,88.18,250,3598849
409,TREJHARA,"TREJHARA SOLUTIONS",227.22,175.21,16.79,0.00,5.21,294.55,168.00,55.69,250,1924609
410,ZODIAC-BE,"ZODIAC ENERGY",456.75,381.00,16.40,0.00,5.21,634.75,318.80,69.17,250,1827329
411,PANACEABIO,"PANACEA BIOTEC",420.07,434.50,11.80,0.00,5.20,581.90,277.50,72.46,250,1038081
412,NETWEB,"NETWEB TECH INDIA",2214.55,4040.00,18.43,1.36,5.20,4479.00,1251.55,145.74,250,4462849
413,SALONA,"SALONA COTSPIN",262.79,248.35,21.47,0.07,5.20,344.90,215.00,49.43,250,4441857
414,COMSYN,"COMMERCIAL SYN BAGS",101.08,158.90,18.92,0.00,5.20,159.50,57.87,100.55,249,5523969
415,REPL,"RUDRABHISHEK ENTERP",202.77,143.60,16.77,0.91,5.20,348.00,141.00,102.09,250,378881
416,TREEHOUSE,"TREE HOUSE EDU",11.86,7.52,18.41,0.00,5.20,21.26,6.19,127.03,250,6420993
417,ISFT,"INTRASOFT TECH.",117.80,98.62,18.04,1.47,5.20,174.50,90.05,71.69,250,4730625
418,1030SFIL28-NM,"1030SFIL28-NM",751.79,601.25,32.89,0.00,5.20,1038.00,520.00,68.90,76,3592705
419,RAMAPHO,"RAMA PHOSPHATES",116.33,160.05,17.44,0.00,5.20,182.00,80.85,86.95,250,2705409
420,HILTON,"HILTON METAL FORGING",74.28,42.20,26.77,0.03,5.20,123.25,42.05,109.32,250,3744513
421,ARVEE,"ARVEE LABORATORIES I",164.04,161.47,20.71,0.00,5.20,235.79,126.54,66.60,249,720385
422,SHAILY,"SHAILY ENG PLASTICS",1631.47,2425.10,16.70,1.26,5.19,2670.00,871.10,110.26,250,2234113
423,ATAM,"ATAM VALVES",110.43,88.55,20.41,1.31,5.19,158.75,76.98,74.05,250,3943425
424,BHARATSE,"BHARAT SEATS",117.10,217.00,19.21,1.01,5.19,225.79,69.84,133.18,137,7742465
425,SHIVAMILLS,"SHIVA MILLS",81.88,70.25,19.05,1.37,5.19,116.19,65.35,62.09,250,383233
426,CARTRADE,"CARTRADE TECH",1705.08,2445.10,19.68,1.49,5.18,2755.00,893.80,109.16,250,1384193
427,IL&FSTRANS-BZ,"IL&FS TRANS NET",4.09,3.00,10.48,0.00,5.18,7.12,2.79,105.84,250,2401537
428,GPTINFRA,"GPT INFRAPROJECTS",126.00,111.79,17.56,1.43,5.17,156.00,84.48,56.76,250,4527361
429,JITFINFRA-BE,"JITF INFRALOGISTICS",488.93,350.00,19.57,0.00,5.17,979.00,252.00,148.69,250,5041921
430,AMCL-ST,"ANB METAL CAST",217.52,272.00,27.04,0.00,5.17,295.30,161.70,61.42,38,194158081
431,SHARDACROP,"SHARDA CROPCHEM",739.30,826.00,19.69,1.49,5.16,1181.00,452.25,98.57,250,1277953
432,SVPGLOB,"SVP GLOBAL TEXTILES",4.03,3.79,16.35,0.00,5.16,7.41,2.37,124.91,250,1285121
433,VGINFOTECH-SM,"VIRTUAL GALAXY INFOTECH L",175.25,168.00,16.75,0.00,5.16,208.00,146.00,35.38,102,193807361
434,ASAHISONG,"ASAHI SONGWON COLOR",363.83,278.10,20.37,0.00,5.16,491.95,258.00,64.30,250,6422529
435,ATALREAL,"ATAL REALTECH",15.57,22.75,11.84,0.00,5.16,23.50,8.40,96.99,250,4006145
436,MARINE,"MARINE ELECTRICAL (I)",208.60,208.00,12.77,0.00,5.16,333.00,138.90,93.05,250,339969
437,OPTIEMUS,"OPTIEMUS INFRACOM",605.25,682.80,14.23,1.35,5.16,812.40,378.45,71.70,250,5496065
438,MUFIN,"MUFIN GREEN FINANCE",89.85,88.89,33.83,1.43,5.16,141.40,63.11,87.14,250,5064449
439,SURANASOL,"SURANA SOLAR",38.60,31.60,18.52,1.17,5.15,60.80,27.02,87.51,250,5395713
440,MAMATA,"MAMATA MACHINERY",423.59,445.30,16.52,0.00,5.15,630.00,311.55,75.18,197,7343873
